movieId,title,new_title,genres
91840,Roadie,Roadie,Comedy|Drama
91842,Contraband,Contraband,Action|Crime|Drama|Thriller
91844,Chak De India!,Chak De India!,Drama
91852,"Métamorphose des cloportes, La",La Métamorphose des cloportes,Comedy|Crime
91854,Mantrap,Mantrap,Comedy
91858,"Cow, The",The Cow,Drama
91860,"Way South, The",The Way South,Documentary
91862,Local Color,Local Color,Drama
91866,Beneath the Darkness,Beneath the Darkness,Thriller
91869,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,Documentary
91871,Idol of the Crowds,Idol of the Crowds,Drama|Romance
91873,Joyful Noise,Joyful Noise,Comedy|Musical
91880,My Best Enemy,My Best Enemy,Drama|War
91882,To Die Like a Man,To Die Like a Man,Drama|Fantasy|Musical
91884,"Sea Gull, The",The Sea Gull,Drama|Romance
91886,Dolphin Tale,Dolphin Tale,Children|Drama
91888,Chico & Rita,Chico & Rita,Animation|Musical|Romance
91890,"Iron Lady, The",The Iron Lady,Drama
91894,Happy Tears,Happy Tears,Comedy|Drama
91896,"Golden Boys, The",The Golden Boys,Comedy|Romance
91902,Elena,Elena,Drama
91904,"House Built on Water, A",A House Built on Water,Thriller
91906,Aurora,Aurora,Drama
91908,Psyhi vathia,Psyhi vathia,Drama|War
91911,"Conquest, The",The Conquest,Drama
91914,Mad Bastards,Mad Bastards,Drama
91919,Mr. Bug Goes to Town,Mr. Bug Goes to Town,Animation|Children|Comedy|Fantasy|Musical
91921,"Construction, The",The Construction,Documentary
91924,"Wild Bees, The",The Wild Bees,Comedy|Drama
91927,"End of the Line, The",The End of the Line,Documentary
91929,Nostalgia for the Light,Nostalgia for the Light,Documentary|Drama
91931,Surrogate Valentine,Surrogate Valentine,Comedy
91933,Top Floor Left Wing,Top Floor Left Wing,Action|Comedy|Drama
91935,Albatross,Albatross,Drama
91937,Loosies,Loosies,Comedy|Drama|Romance
91947,"Revenant, The",The Revenant,Comedy|Horror
91952,"Mill and the Cross, The",The Mill and the Cross,Drama
91954,One Trick Pony,One Trick Pony,Drama
91957,Cat Run,Cat Run,Action|Comedy
91960,"Magic Christmas Tree, The",The Magic Christmas Tree,Children|Comedy|Fantasy
91970,The Man Next Door,The Man Next Door,Comedy|Drama
91972,"Divide, The",The Divide,Thriller
91974,Underworld: Awakening,Underworld: Awakening,Action|Fantasy|Horror|IMAX
91976,"Grey, The",The Grey,Action|Drama
91978,Man on a Ledge,Man on a Ledge,Crime|Thriller
91981,Sacrifice,Sacrifice,Drama
91983,"Hustlers, The",The Hustlers,Comedy|Drama
91991,First Family,First Family,Comedy
91993,All Night Long,All Night Long,Drama
91995,Gorilla at Large,Gorilla at Large,Mystery|Thriller
91997,"Garden of Eden, The",The Garden of Eden,Drama
92001,Time Without Pity,Time Without Pity,Crime|Drama|Mystery
92004,Chill Out!,Chill Out!,Comedy|Drama
92006,White Irish Drinkers,White Irish Drinkers,Drama
92008,Haywire,Haywire,Action|Thriller
92010,Case départ,Case départ,Comedy
92023,"Las Vegas Story, The",The Las Vegas Story,Crime|Drama|Film-Noir
92025,My Man and I,My Man and I,Drama
92027,Secrets,Secrets,Western
92029,Westbound,Westbound,Western
92032,"Don Is Dead, The",The Don Is Dead,Action|Crime|Drama|Thriller
92046,Contact High,Contact High,Comedy
92048,"Whistleblower, The",The Whistleblower,Drama|Thriller
92058,Human Centipede II,Human Centipede II,Horror
92062,Dad Savage,Dad Savage,Crime|Thriller
92064,You and Me,You and Me,Crime|Romance
92079,"Nazis: A Warning from History, The",The Nazis: A Warning from History,Documentary|War
92083,Zen,Zen,Drama
92085,King of Beggars,King of Beggars,Action|Comedy|Drama
92087,"Light Touch, The",The Light Touch,Crime|Drama
92094,Einstein and Eddington,Einstein and Eddington,Drama
92096,14 Blades,14 Blades,Action|Drama
92099,"Locals, The",The Locals,Horror|Thriller
92102,"Buona Sera, Mrs. Campbell",Buona Sera Mrs. Campbell,Comedy
92104,40 Pounds of Trouble,40 Pounds of Trouble,Comedy
92106,My Future Boyfriend,My Future Boyfriend,Comedy|Romance|Sci-Fi
92118,"Terrorizers, The",The Terrorizers,Drama
92120,Good Bye,Good Bye,Drama
92122,"Loneliest Planet, The",The Loneliest Planet,Thriller
92124,Images of the World and the Inscription of War,Images of the World and the Inscription of War,Documentary|War
92126,Policeman,Policeman,Drama
92128,Disorder,Disorder,Documentary
92130,Red Psalm,Red Psalm,Drama|Musical|War
92132,Regeneration,Regeneration,Crime|Drama|Romance
92134,"Afternoon of a Torturer, The",The Afternoon of a Torturer,Drama
92136,We Won't Grow Old Together,We Won't Grow Old Together,Drama
92152,"Turn Me On, Dammit!",Turn Me On Dammit!,Comedy
92154,Faust,Faust,Drama
92156,Post Mortem,Post Mortem,Drama
92159,Decasia: The State of Decay,Decasia: The State of Decay,Documentary
92161,Viva,Viva,Comedy|Drama|Musical
92163,Fados,Fados,Documentary|Musical
92165,Go Get Some Rosemary,Go Get Some Rosemary,Comedy|Drama
92167,Praise,Praise,Drama
92169,Stanley Kubrick's Boxes,Stanley Kubrick's Boxes,Documentary
92172,Street Mobster,Street Mobster,Action|Crime
92174,Alexandria... Why?,Alexandria... Why?,Drama
92176,"Grand Maneuver, The",The Grand Maneuver,Comedy|Drama|Romance
92178,Can Go Through Skin,Can Go Through Skin,Drama
92180,Morgen,Morgen,Drama
92182,"What's Up, Scarlet?",What's Up Scarlet?,Comedy|Romance
92184,Christmas Evil,Christmas Evil,Horror|Thriller
92186,Three Wise Men,Three Wise Men,Drama
92188,Call Her Savage,Call Her Savage,Drama
92192,Apollo 18,Apollo 18,Horror|Sci-Fi|Thriller
92196,Crazy Horse,Crazy Horse,Documentary
92198,Seeking Justice,Seeking Justice,Action|Drama|Thriller
92200,"Sound and the Fury, The",The Sound and the Fury,Drama|Romance
92204,"Pointe-Courte, La",La Pointe-Courte,Drama
92210,"Disappearance of Haruhi Suzumiya, The",The Disappearance of Haruhi Suzumiya,Adventure|Animation|Drama|Mystery|Sci-Fi
92222,Broken Trail,Broken Trail,Action|Adventure|Crime|Drama|Western
92224,"River Called Titas, A",A River Called Titas,Drama
92229,"Vanquished, The",The Vanquished,Drama
92231,"Blue Bird, The",The Blue Bird,Fantasy
92234,Red Tails,Red Tails,Action|Adventure|Drama|War
92240,Kagi,Kagi,Drama
92243,"Flowers of War, The",The Flowers of War,Drama|War
92245,Enthusiasm,Enthusiasm,Documentary
92250,"Scenesters, The",The Scenesters,Comedy|Crime|Mystery
92252,Thunder Soul,Thunder Soul,Documentary
92257,Vlad,Vlad,Horror|Thriller
92259,Intouchables,Intouchables,Comedy|Drama
92262,Declaration of War,Declaration of War,Drama
92264,One for the Money,One for the Money,Action|Comedy|Crime
92268,Queen of the Amazons,Queen of the Amazons,Action|Adventure|Mystery|Romance
92270,Becoming Chaz,Becoming Chaz,Documentary
92307,W.E.,W.E.,Drama|Romance
92309,"Innkeepers, The",The Innkeepers,Horror|Thriller
92314,Varasto,Varasto,Comedy|Drama
92321,Nancy Goes to Rio,Nancy Goes to Rio,Comedy|Musical
92325,Dog Tags,Dog Tags,Drama|Romance
92335,Big Miracle,Big Miracle,Drama|Romance
92343,"Great Bank Hoax, The",The Great Bank Hoax,Comedy|Crime
92348,Puss in Boots,Puss in Boots,Adventure|Animation|Children|Comedy|Fantasy|Romance
92352,Reel Injun,Reel Injun,Documentary
92354,"Man Called Sledge, A",A Man Called Sledge,Western
92357,Cameraman: The Life and Work of Jack Cardiff,Cameraman: The Life and Work of Jack Cardiff,Documentary
92371,Yolki,Yolki,Comedy
92374,Yolki 2,Yolki 2,Comedy
92380,Jenny,Jenny,Drama
92382,"Straits of Love and Hate, The",The Straits of Love and Hate,Drama
92389,State Fair,State Fair,Comedy|Drama|Romance
92391,Grave Encounters,Grave Encounters,Horror
92393,Detective Dee and the Mystery of the Phantom Flame,Detective Dee and the Mystery of the Phantom Flame,Action|Crime|Mystery
92399,Hurry Sundown,Hurry Sundown,Drama
92408,Batch '81,Batch '81,Drama
92410,"Eleventh Year, The",The Eleventh Year,Documentary
92412,Forever Yours,Forever Yours,Documentary
92416,Kariera Nikosia Dyzmy,Kariera Nikosia Dyzmy,Comedy
92420,Chronicle,Chronicle,Action|Sci-Fi|Thriller
92422,"Woman in Black, The",The Woman in Black,Drama|Horror|Thriller
92424,Dottie Gets Spanked,Dottie Gets Spanked,Drama
92427,Woman in Love,Woman in Love,Comedy
92435,"Dancing Hawk, The",The Dancing Hawk,(no genres listed)
92437,Toast,Toast,Comedy|Drama
92439,"Art of Getting By, The",The Art of Getting By,Drama|Romance
92441,"Human Resources Manager, The",The Human Resources Manager,Drama
92446,"Overcoat, The",The Overcoat,Comedy|Drama|Fantasy
92448,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,Comedy
92453,"Moine, Le",Le Moine,Drama|Mystery|Thriller
92455,Can Mr. Smith Get to Washington Anymore?,Can Mr. Smith Get to Washington Anymore?,Documentary
92457,"Doll's House, A",A Doll's House,Drama
92461,"Canyon, The",The Canyon,Thriller
92471,Cass Timberlane,Cass Timberlane,Drama|Romance
92475,All Watched Over by Machines of Loving Grace,All Watched Over by Machines of Loving Grace,Documentary
92477,Yes: 9012 Live,Yes: 9012 Live,Documentary|Musical
92479,Kisses for My President,Kisses for My President,Comedy
92481,Third Star,Third Star,Comedy|Drama
92483,Living Proof,Living Proof,Drama
92507,Safe House,Safe House,Action|Crime|Mystery|Thriller
92509,"Vow, The",The Vow,Drama|Romance
92511,Swamp Shark,Swamp Shark,Sci-Fi
92514,Moon of the Wolf,Moon of the Wolf,Horror|Mystery
92516,She Gods of Shark Reef,She Gods of Shark Reef,Adventure
92518,King Kong Escapes,King Kong Escapes,Action|Adventure|Sci-Fi
92520,"Chocolate Soldier, The",The Chocolate Soldier,Comedy|Musical
92522,Frisco Jenny,Frisco Jenny,Drama
92593,Special Bulletin,Special Bulletin,Drama
92600,As Luck Would Have It,As Luck Would Have It,Drama
92606,"Black Power Mixtape 1967-1975, The",The Black Power Mixtape 1967-1975,Documentary
92609,"Common Law, The",The Common Law,Drama|Romance
92611,"Girl from Jones Beach, The",The Girl from Jones Beach,Comedy
92613,Holding Trevor,Holding Trevor,Drama|Romance
92633,The Castle of Sand,The Castle of Sand,Crime|Mystery|Thriller
92635,At Home by Myself... with You,At Home by Myself... with You,Comedy|Romance
92637,Pitfall,Pitfall,Crime|Drama|Fantasy
92639,Casual Relations,Casual Relations,Drama
92641,Warsaw Bridge,Warsaw Bridge,(no genres listed)
92643,Monsieur Lazhar,Monsieur Lazhar,Children|Comedy|Drama
92646,Tin Pan Alley,Tin Pan Alley,Drama|Musical|Romance
92648,BookWars,BookWars,Comedy|Crime|Documentary
92652,Windfall,Windfall,Documentary
92658,Kino-Eye,Kino-Eye,Documentary
92660,Silence,Silence,Drama
92665,"For a Good Time, Call...",For a Good Time Call...,Comedy|Drama|Romance
92672,Casey Jones,Casey Jones,Action|Adventure|Fantasy
92674,Janie Jones,Janie Jones,Drama|Musical
92676,Thirteen Women,Thirteen Women,Drama|Mystery
92681,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,Action|Adventure|Comedy|Sci-Fi|IMAX
92683,Stella Does Tricks,Stella Does Tricks,Drama
92687,"Boys, The",The Boys,Drama|War
92691,Hoodoo Ann,Hoodoo Ann,Comedy|Drama|Romance
92694,Perfect Sense,Perfect Sense,Drama|Romance|Sci-Fi
92696,"Shrine, The",The Shrine,Horror
92702,Johnny Cash at Folsom Prison,Johnny Cash at Folsom Prison,Documentary
92713,Forest of Bliss,Forest of Bliss,Documentary
92715,The Artist,The Artist,Comedy|Drama
92719,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,Comedy
92726,"Pearl, The",The Pearl,Adventure|Drama|Romance
92728,"Summer by the River, A",A Summer by the River,Drama
92730,Rollo and the Woods Sprite,Rollo and the Woods Sprite,Children|Fantasy
92738,Beautiful Kate,Beautiful Kate,Drama|Mystery
92740,Chapiteau-show,Chapiteau-show,Adventure|Comedy
92749,"Sommer der Gaukler, Der",Sommer der Gaukler Der,Comedy
92751,Kokowääh,Kokowääh,Comedy
92756,Hearts of the West,Hearts of the West,Comedy|Western
92758,When Love Is Not Enough: The Lois Wilson Story,When Love Is Not Enough: The Lois Wilson Story,Drama
92760,"Atomic Brain, The",The Atomic Brain,Horror|Sci-Fi
92768,Sixpack,Sixpack,Comedy|Drama
92781,"City Dark, The",The City Dark,Documentary
92783,Latin Music USA,Latin Music USA,Documentary|Musical
92787,OKA!,OKA!,Drama
92789,Bombay Beach,Bombay Beach,Documentary|Drama|Musical
92793,Rusalochka,Rusalochka,Children|Fantasy|Musical|Romance
92804,Bodyguards and Assassins,Bodyguards and Assassins,Action|Drama
92817,"Sorcerer and the White Snake, The",The Sorcerer and the White Snake,Action|Fantasy|Romance
92819,"Flying Swords of Dragon Gate, The",The Flying Swords of Dragon Gate,Action|Adventure|IMAX
92829,Smokin' Aces 2: Assassins' Ball,Smokin' Aces 2: Assassins' Ball,Action
92836,Knuckle,Knuckle,Documentary
92841,Winter in Wartime,Winter in Wartime,Drama|War
92843,"Three Musketeers, The",The Three Musketeers,Adventure|Comedy|Musical
92845,Untamed Youth,Untamed Youth,Drama
92847,God's Gift to Women,God's Gift to Women,Comedy|Romance
92852,Ricky Rapper and the Bicycle Thief,Ricky Rapper and the Bicycle Thief,Children|Comedy|Musical
92872,Plans for Tomorrow,Plans for Tomorrow,Drama
92874,Born to Be Bad,Born to Be Bad,Drama|Romance
92881,Such Is Life,Such Is Life,Drama|Romance
92883,"Mysterious X, The",The Mysterious X,Drama|War
92885,"Septième juré, Le",Le Septième juré,Crime|Drama
92887,"Year and a Half in the Life of Metallica, A",A Year and a Half in the Life of Metallica,Documentary|Musical
92894,Balkan Spy,Balkan Spy,Comedy|Drama
92904,We Were Here,We Were Here,Documentary
92906,Girls on the Road,Girls on the Road,Comedy|Drama|Thriller
92910,Happy End,Happy End,Comedy
92918,New York in the 50's,New York in the 50's,Documentary
92920,"Hunter, The",The Hunter,Drama
92923,"Dead, The",The Dead,Horror
92925,"Love Trap, The",The Love Trap,Comedy|Romance
92927,"Show Off, The",The Show Off,Comedy|Drama
92935,Kaleidoscope,Kaleidoscope,Comedy|Crime
92938,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,Action|Fantasy|Thriller
92944,"Monster in Paris, A",A Monster in Paris,Adventure|Animation|Children
92946,"Souler Opposite, The",The Souler Opposite,Comedy|Romance
92948,Film About a Woman Who...,Film About a Woman Who...,Drama
92951,Dos,Dos,Drama|Fantasy|Romance
92954,Prayers for Bobby,Prayers for Bobby,Drama
92956,Little Criminals,Little Criminals,Crime|Drama
92963,Bustin' Down the Door,Bustin' Down the Door,Documentary
92966,Love Wrecked,Love Wrecked,Comedy|Romance
92968,"World according to Ion B., The",The World according to Ion B.,Documentary
92980,Comanche Territory,Comanche Territory,Drama|War
93002,Father Takes a Wife,Father Takes a Wife,Comedy|Romance
93004,Adventures in Manhattan,Adventures in Manhattan,Comedy|Crime|Drama|Mystery
93014,Perifery,Perifery,Drama
93022,Miss Nobody,Miss Nobody,Comedy|Crime
93024,Retreat,Retreat,Thriller
93029,Guy and Madeline on a Park Bench,Guy and Madeline on a Park Bench,Drama|Musical
93035,"Great Sinner, The",The Great Sinner,Drama
93037,Her Highness and the Bellboy,Her Highness and the Bellboy,Comedy|Romance
93040,"Civil War, The",The Civil War,Documentary|War
93061,October Baby,October Baby,Drama
93063,Khodorkovsky,Khodorkovsky,Documentary|Drama
93070,Ursul,Ursul,Comedy|Drama
93083,Live Music,Live Music,Animation
93116,Paris Belongs to Us,Paris Belongs to Us,Mystery
93126,Bag of Bones,Bag of Bones,Horror
93128,Mozart's Sister,Mozart's Sister,Drama|Romance
93132,Seven Days in Utopia,Seven Days in Utopia,Drama
93136,One of Our Dinosaurs Is Missing,One of Our Dinosaurs Is Missing,Adventure|Comedy
93142,Wrong Turn 4,Wrong Turn 4,Action|Horror|Thriller
93164,Sleep Tight,Sleep Tight,Horror|Thriller
93168,"Munekata Sisters, The",The Munekata Sisters,Drama
93172,Arena,Arena,Action|Thriller
93181,Mail Order Bride,Mail Order Bride,Comedy|Western
93183,"Satan Bug, The",The Satan Bug,Sci-Fi|Thriller
93185,Poppy Shakespeare,Poppy Shakespeare,Drama
93187,Freedom,Freedom,Drama
93189,"Price of Forgiveness, The",The Price of Forgiveness,Drama
93193,Red Hill,Red Hill,Crime|Thriller|Western
93196,Zone Troopers,Zone Troopers,Action|Sci-Fi|War
93201,"Ice Rink, The",The Ice Rink,Comedy|Romance
93204,"Secret Glory, The",The Secret Glory,Documentary
93206,"Woman Who Drinks, The",The Woman Who Drinks,Drama|Romance
93208,Mickey's The Prince and the Pauper,Mickey's The Prince and the Pauper,Animation|Children
93210,"Life of Another, The",The Life of Another,Comedy|Drama|Mystery
93212,"Cat in Paris, A",A Cat in Paris,Animation|Crime|Mystery
93217,Dr. Goldfoot and the Girl Bombs,Dr. Goldfoot and the Girl Bombs,Comedy|Sci-Fi
93240,Children Who Chase Lost Voices from Deep Below,Children Who Chase Lost Voices from Deep Below,Animation|Drama|Fantasy
93242,Gone,Gone,Drama|Thriller
93263,"Plastic Age, The",The Plastic Age,Comedy|Romance
93265,Courageous,Courageous,Drama
93267,Flywheel,Flywheel,Drama
93270,Project X,Project X,Comedy
93272,Dr. Seuss' The Lorax,Dr. Seuss' The Lorax,Animation|Fantasy|Musical|IMAX
93287,"Big Year, The",The Big Year,Comedy
93289,"Liar, The",The Liar,Comedy|Drama
93291,"Stone Left Unturned, A",A Stone Left Unturned,Comedy|Drama
93295,Mr. Moto's Last Warning,Mr. Moto's Last Warning,Crime|Mystery|Thriller
93297,Act of Valor,Act of Valor,Action|Thriller|War
93320,Trailer Park Boys,Trailer Park Boys,Comedy|Crime
93322,Don Quixote,Don Quixote,Adventure|Comedy|Drama
93324,Undefeated,Undefeated,Documentary
93326,This Means War,This Means War,Action|Comedy|Romance
93328,One A.M.,One A.M.,Comedy
93330,"Cure, The",The Cure,Comedy
93333,"Bank, The",The Bank,Comedy
93336,"Night Out, A",A Night Out,Comedy
93344,"Earth Dies Screaming, The",The Earth Dies Screaming,Horror|Sci-Fi
93351,"Dark Side of the Sun, The",The Dark Side of the Sun,Drama|Romance
93363,John Carter,John Carter,Action|Adventure|Sci-Fi|IMAX
93365,Canned Dreams,Canned Dreams,Documentary
93367,Sunnyside,Sunnyside,Comedy
93376,When We Leave,When We Leave,Drama
93391,10 Mountains 10 Years,10 Mountains 10 Years,Documentary
93393,Great Directors,Great Directors,Documentary
93397,Something Big,Something Big,Western
93399,"Take, The",The Take,Crime|Drama
93404,Queen: Days of Our Lives,Queen: Days of Our Lives,Documentary
93406,Police,Police,Comedy
93408,Behind the Screen,Behind the Screen,Comedy|Romance
93418,Easy Street,Easy Street,Comedy
93420,"Art of Flight, The",The Art of Flight,Adventure|Documentary
93422,Starbuck,Starbuck,Comedy
93432,Forks Over Knives,Forks Over Knives,Documentary
93437,Deserter,Deserter,Drama
93439,Skies Above the Landscape,Skies Above the Landscape,Comedy
93441,United Red Army,United Red Army,Drama
93443,Goon,Goon,Comedy|Drama
93448,Landscape with a Woman,Landscape with a Woman,Drama
93450,Blind Pig Who Wants to Fly,Blind Pig Who Wants to Fly,Drama
93455,¡Qué hacer!,¡Qué hacer!,Drama
93463,Eye of the Devil,Eye of the Devil,Horror|Mystery
93467,Listen to Your Heart,Listen to Your Heart,Drama|Musical|Romance
93469,Dead on Time,Dead on Time,Comedy|Drama|Romance
93473,Pale Cocoon,Pale Cocoon,Animation|Sci-Fi
93475,"Awakening, The",The Awakening,Horror|Thriller
93490,Law of the Lawless,Law of the Lawless,Crime
93492,Like Water,Like Water,Documentary
93496,Cencoroll,Cencoroll,Action|Animation|Sci-Fi
93498,Game Change,Game Change,Drama
93500,Kill by Inches,Kill by Inches,Fantasy|Horror|Thriller
93502,"Ledge, The",The Ledge,Drama|Thriller
93510,21 Jump Street,21 Jump Street,Action|Comedy|Crime
93512,"Jeff, Who Lives at Home",Jeff Who Lives at Home,Comedy|Drama
93516,Blackballed: The Bobby Dukes Story,Blackballed: The Bobby Dukes Story,Comedy
93520,Adventures of Captain Marvel,Adventures of Captain Marvel,Action|Adventure|Fantasy|Mystery|Sci-Fi
93522,Captain Midnight,Captain Midnight,Action|Adventure|Thriller
93529,Submission,Submission,Documentary
93533,City of Fear,City of Fear,Crime|Thriller
93535,Treed Murray,Treed Murray,Drama
93544,Satan Never Sleeps,Satan Never Sleeps,Drama|War
93547,S.O.S. Coast Guard,S.O.S. Coast Guard,Action|Adventure|Sci-Fi|Thriller
93550,Yes Or No,Yes Or No,Comedy|Drama|Romance
93552,Blind,Blind,Drama|Horror|Thriller
93563,Lockout,Lockout,Action|Sci-Fi|Thriller
93568,Punksters & Youngsters,Punksters & Youngsters,Documentary
93570,Bedevilled,Bedevilled,Crime|Drama|Horror
93572,Lucky,Lucky,Comedy|Crime|Romance
93574,Resurrect Dead: The Mystery of the Toynbee Tiles,Resurrect Dead: The Mystery of the Toynbee Tiles,Documentary|Mystery
93578,"Lonely Place to Die, A",A Lonely Place to Die,Adventure|Crime|Thriller
93583,Caltiki the Undying Monster,Caltiki the Undying Monster,Adventure|Horror|Sci-Fi|Thriller
93598,Snowtown,Snowtown,Crime|Drama|Thriller
93610,Space Battleship Yamato,Space Battleship Yamato,Action|Adventure|Drama
93612,Nothing Lasts Forever,Nothing Lasts Forever,Comedy|Fantasy|Sci-Fi
93618,Zero Bridge,Zero Bridge,Drama
93621,"Bleeding, The",The Bleeding,Action|Horror
93628,Family Meeting,Family Meeting,Documentary|Musical
93641,Wreckers,Wreckers,Drama
93649,Fat Head,Fat Head,Documentary
93652,Public Housing,Public Housing,Documentary
93654,"Runner, The",The Runner,Drama
93656,Last Exit,Last Exit,Crime|Drama|Thriller
93659,Verbo,Verbo,Adventure|Fantasy
93667,"Thousand Months, A",A Thousand Months,Drama
93669,La nación clandestina,La nación clandestina,Drama
93672,Manrape,Manrape,Drama
93674,Passion of Love,Passion of Love,Drama|Romance
93693,Casa de mi Padre,Casa de mi Padre,Comedy
93700,Corman's World: Exploits of a Hollywood Rebel,Corman's World: Exploits of a Hollywood Rebel,Documentary
93702,Tropical Fish,Tropical Fish,Comedy|Drama
93717,Listy do M.,Listy do M.,Comedy|Romance
93719,Dragon Age: Redemption,Dragon Age: Redemption,Action|Adventure|Fantasy
93721,Jiro Dreams of Sushi,Jiro Dreams of Sushi,Documentary
93723,Damsels in Distress,Damsels in Distress,Comedy|Romance
93725,"Skin Too Few: The Days of Nick Drake, A",A Skin Too Few: The Days of Nick Drake,Documentary
93729,Pageant,Pageant,Documentary
93731,"Warm December, A",A Warm December,Drama|Romance
93733,White Night Wedding,White Night Wedding,Drama
93740,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,Comedy|Drama|Romance
93742,Hotel,Hotel,Drama
93748,Eden of the East the Movie I: The King of Eden,Eden of the East the Movie I: The King of Eden,Action|Animation|Crime|Sci-Fi|Thriller
93750,Eden of the East the Movie II: Paradise Lost,Eden of the East the Movie II: Paradise Lost,Animation|Crime|Mystery|Sci-Fi|Thriller
93752,Saving Face,Saving Face,Documentary|Drama
93757,Admiral Yamamoto,Admiral Yamamoto,Drama|War
93766,Wrath of the Titans,Wrath of the Titans,Action|Adventure|Fantasy|IMAX
93775,Seitsemän veljestä,Seitsemän veljestä,Drama
93782,Paan Singh Tomar,Paan Singh Tomar,Crime
93785,"Horrible Dr. Hichcock, The",The Horrible Dr. Hichcock,Horror
93792,Four Sided Triangle,Four Sided Triangle,Romance|Sci-Fi
93801,Answers to Nothing,Answers to Nothing,Drama|Mystery
93803,4:44 Last Day on Earth,4:44 Last Day on Earth,Drama|Fantasy|Sci-Fi
93805,Iron Sky,Iron Sky,Action|Comedy|Sci-Fi
93816,"Ghost, The",The Ghost,Horror|Mystery
93819,Absentia,Absentia,Horror
93821,There's Something Wrong with Aunt Diane,There's Something Wrong with Aunt Diane,Documentary
93831,American Reunion,American Reunion,Comedy
93834,Ticked-Off Trannies with Knives,Ticked-Off Trannies with Knives,Action|Comedy|Crime|Horror|Thriller
93838,The Raid: Redemption,The Raid: Redemption,Action|Crime
93840,"Cabin in the Woods, The",The Cabin in the Woods,Comedy|Horror|Sci-Fi|Thriller
93842,Delicacy,Delicacy,Comedy|Romance
93855,God Bless America,God Bless America,Comedy|Drama
93859,"Desert of Forbidden Art, The",The Desert of Forbidden Art,Adventure|Documentary|Drama|War
93865,Frankenstein,Frankenstein,Drama|Horror|Sci-Fi
93885,Osmosis,Osmosis,Comedy|Drama|Romance
93888,"Clay Bird, The",The Clay Bird,Drama
93890,"Dupes, The",The Dupes,Drama
93892,Romantics Anonymous,Romantics Anonymous,Comedy|Romance
93894,"Unknown Woman, The",The Unknown Woman,Documentary
93900,Popatopolis,Popatopolis,Documentary
93905,The Gamma People,The Gamma People,Horror|Sci-Fi
93907,"Wild, Wild Planet",Wild Wild Planet,Sci-Fi
93909,Yumurta,Yumurta,Drama
93911,Village People Radio Show,Village People Radio Show,Documentary
93916,Genesis,Genesis,Drama|Horror
93918,"Big Night, The",The Big Night,Drama|Film-Noir|Thriller
93921,Housefull 2,Housefull 2,Comedy|Romance
93923,Agent Vinod,Agent Vinod,Action
93928,After...,After...,Horror|Thriller
93931,Lust for Gold,Lust for Gold,Drama
93933,Footnote,Footnote,Drama
93939,Café de Flore,Café de Flore,Drama
93946,L!fe Happens,L!fe Happens,Comedy
93948,Midnight Movie,Midnight Movie,Horror|Thriller
93952,"Silent House, The",The Silent House,Horror|Thriller
93954,Silent House,Silent House,Horror|Thriller
93970,Helsinki Napoli All Night Long,Helsinki Napoli All Night Long,Comedy|Thriller
93980,"Three Stooges, The",The Three Stooges,Comedy
93982,"Raven, The",The Raven,Mystery|Thriller
93988,North & South,North & South,Drama|Romance
93991,"Eye for an Eye, An",An Eye for an Eye,Horror
94005,"Ballad of Nessie, The",The Ballad of Nessie,Animation|Children
94011,"Big Bang, The",The Big Bang,Action|Thriller
94015,Mirror Mirror,Mirror Mirror,Adventure|Comedy|Fantasy
94018,Battleship,Battleship,Action|Sci-Fi|Thriller|IMAX
94024,Louis Theroux: The Most Hated Family in America in Crisis,Louis Theroux: The Most Hated Family in America in Crisis,Documentary
94027,Uwasa No Onna,Uwasa No Onna,Drama|Romance
94041,Appropriate Adult,Appropriate Adult,Drama
94044,Terraferma,Terraferma,Drama
94061,Madhouse,Madhouse,Crime|Horror|Mystery
94068,Goodbye First Love,Goodbye First Love,Drama|Romance
94070,"Best Exotic Marigold Hotel, The",The Best Exotic Marigold Hotel,Comedy|Drama
94074,Rush: Beyond the Lighted Stage,Rush: Beyond the Lighted Stage,Documentary|Musical
94076,Position Among The Stars,Position Among The Stars,Documentary
94083,"Second Time Around, The",The Second Time Around,Comedy|Western
94101,Crime After Crime,Crime After Crime,Documentary
94103,Black Pond,Black Pond,Comedy|Drama
94107,18 Years Later,18 Years Later,Comedy|Drama
94112,Twelve,Twelve,Crime|Drama|Thriller
94122,Comic-Con Episode IV: A Fan's Hope,Comic-Con Episode IV: A Fan's Hope,Documentary
94126,Bullhead,Bullhead,Crime|Drama
94128,Drummer-Crab,Drummer-Crab,Adventure|Drama|War
94130,Bully,Bully,Documentary
94142,Uncovered,Uncovered,Mystery|Thriller
94144,"Chance of a Lifetime, The",The Chance of a Lifetime,Crime|Drama
94146,Flower in Hell,Flower in Hell,Crime|Drama
94148,White Mountains,White Mountains,Drama
94155,Listen to Britain,Listen to Britain,Documentary
94157,"Mad Masters, The",The Mad Masters,Documentary
94184,"Bleeding House, The",The Bleeding House,Drama|Horror|Mystery|Thriller
